"","FID","Year.x","CY","pixFAV","pixSAV","pixWat","percFAV","percSAV","percWat","spr1cy","spr2cy","spr3cy","pszsav","pszfav","uniqueID","SprTtlYrs","Orig_FID","Habitat","Stratum","index","SprayPolyAreaM2","Latitude","Longitude","RID","DBWsiteAreaM2","yr_corr","yr_rid","ttlX24D","ttlGlyph","cnt.rws","Year.y","AggHabitat","AggStratum"
"97",128,"2004",0,1982,1622,0,0.549944506104329,0.450055493895671,0,2,0,0,NA,NA,"128_2004",9,131,"FloodedIsland","SoutheastDelta",97,42063.37,38.030285,-121.487592,14,1686039.45,"2003","2003_14",20.75,0,10,2003,"FloodedIsland","SoutheastDelta"
"98",129,"2004",3,28,1927,693,0.0105740181268882,0.727719033232628,0.261706948640483,0,0,0,NA,NA,"129_2004",13,132,"FloodedIsland","LowerSJRiver",98,29268.07,38.047987,-121.499726,15,2480455.72,"2003","2003_15",35.3,0,15,2003,"FloodedIsland","LowerSJRiver"
"99",130,"2004",3,633,1892,1158,0.171870757534619,0.513711648112951,0.31441759435243,0,0,0,NA,NA,"130_2004",13,133,"FloodedIsland","LowerSJRiver",99,38649.95,38.050449,-121.498855,15,2480455.72,"2003","2003_15",35.3,0,15,2003,"FloodedIsland","LowerSJRiver"
"100",131,"2004",3,324,905,1325,0.126859827721222,0.354346123727486,0.518794048551292,0,0,0,NA,NA,"131_2004",14,134,"SlowShallows","SouthwestDelta",100,33819.14,37.995361,-121.508787,65,2274489.69,"2003","2003_65",40.75,0,16,2003,"SlowShallows","SouthwestDelta"
"101",132,"2004",3,48,271,531,0.0564705882352941,0.318823529411765,0.624705882352941,0,0,0,NA,NA,"132_2004",11,135,"Channel","SouthwestDelta",101,12032.52,37.9933,-121.50763,65,2274489.69,"2003","2003_65",40.75,0,16,2003,"Channel","SouthwestDelta"
"102",133,"2004",3,241,223,1538,0.12037962037962,0.111388611388611,0.768231768231768,0,0,0,NA,NA,"133_2004",9,136,"Channel","SouthwestDelta",102,28877.98,37.992669,-121.511229,65,2274489.69,"2003","2003_65",40.75,0,16,2003,"Channel","SouthwestDelta"
"103",134,"2004",3,363,81,303,0.485943775100402,0.108433734939759,0.405622489959839,0,0,0,NA,NA,"134_2004",11,137,"SlowShallows","SouthwestDelta",103,14351.21,37.998619,-121.510567,65,2274489.69,"2003","2003_65",40.75,0,16,2003,"SlowShallows","SouthwestDelta"
"104",135,"2004",3,1,318,3603,0.000254971953085161,0.0810810810810811,0.918663946965834,0,0,0,NA,NA,"135_2004",11,138,"Channel","SouthwestDelta",104,44520.45,37.994843,-121.528442,67,1913096.72,"2003","2003_67",21.25,0,11,2003,"Channel","SouthwestDelta"
"105",136,"2004",3,144,694,3186,0.0357852882703777,0.172465208747515,0.791749502982107,0,0,0,NA,NA,"136_2004",11,139,"Channel","SouthwestDelta",105,39662.38,38.006521,-121.540036,100,1212365.58,"2003","2003_100",32.75,0,13,2003,"Channel","SouthwestDelta"
"106",137,"2004",3,93,243,1432,0.0526018099547511,0.137443438914027,0.809954751131222,0,0,0,NA,NA,"137_2004",12,140,"SlowShallows","SouthwestDelta",106,22518.94,38.006776,-121.542335,100,1212365.58,"2003","2003_100",32.75,0,13,2003,"SlowShallows","SouthwestDelta"
"107",138,"2004",3,335,1684,1878,0.0859635617141391,0.432127277392866,0.481909160892995,0,0,0,NA,NA,"138_2004",13,141,"SlowShallows","SouthwestDelta",107,48129.44,38.006641,-121.543721,100,1212365.58,"2003","2003_100",32.75,0,13,2003,"SlowShallows","SouthwestDelta"
"108",139,"2004",3,90,509,3270,0.0232618247609201,0.131558542258982,0.845179632980098,0,0,0,NA,NA,"139_2004",12,142,"Channel","SouthwestDelta",108,48915.58,38.005548,-121.546322,100,1212365.58,"2003","2003_100",32.75,0,13,2003,"Channel","SouthwestDelta"
"109",140,"2004",3,74,762,3647,0.0165068034798126,0.169975462859692,0.813517733660495,0,0,0,NA,NA,"140_2004",16,143,"SlowShallows","SouthwestDelta",109,60418.52,38.01037,-121.552056,100,1212365.58,"2003","2003_100",32.75,0,13,2003,"SlowShallows","SouthwestDelta"
"110",141,"2004",0,276,1296,167,0.158711903392754,0.745255894192064,0.0960322024151811,2,0,0,NA,NA,"141_2004",8,144,"FloodedIsland","SouthwestDelta",110,23128.15,38.009615,-121.559881,100,1212365.58,"2003","2003_100",32.75,0,13,2003,"FloodedIsland","SouthwestDelta"
"111",142,"2004",0,1040,4426,0,0.190267105744603,0.809732894255397,0,2,0,0,NA,NA,"142_2004",6,145,"FloodedIsland","SouthwestDelta",111,61008.45,38.013849,-121.558674,100,1212365.58,"2003","2003_100",32.75,0,13,2003,"FloodedIsland","SouthwestDelta"
"112",143,"2004",3,116,1862,10601,0.0092217187375785,0.1480244852532,0.842753796009222,0,0,0,NA,NA,"143_2004",10,146,"Channel","SouthwestDelta",112,129683.88,38.016312,-121.563879,100,1212365.58,"2003","2003_100",32.75,0,13,2003,"Channel","SouthwestDelta"
"113",144,"2004",3,95,1091,4082,0.0180334092634776,0.20709946848899,0.774867122247532,0,0,0,NA,NA,"144_2004",9,147,"SlowShallows","SouthwestDelta",113,59668.68,38.010262,-121.576938,99,1889214.5,"2003","2003_99",29.25,0,19,2003,"SlowShallows","SouthwestDelta"
"114",145,"2004",3,467,704,4025,0.0898768283294842,0.135488837567359,0.774634334103156,0,0,0,NA,NA,"145_2004",8,148,"Channel","SouthwestDelta",114,88199.5,38.02528,-121.582724,102,534225.13,"2003","2003_102",5.25,0,2,2003,"Channel","SouthwestDelta"
"115",146,"2004",3,266,584,4538,0.0493689680772086,0.108389012620638,0.842242019302153,0,0,0,NA,NA,"146_2004",10,149,"Channel","SouthwestDelta",115,90235.81,38.019054,-121.581302,102,534225.13,"2003","2003_102",5.25,0,2,2003,"Channel","SouthwestDelta"
"116",147,"2004",3,389,825,3583,0.0810923493850323,0.17198248905566,0.746925161559308,0,0,0,NA,NA,"147_2004",6,150,"Channel","SouthwestDelta",116,75330.67,38.040488,-121.572686,101,1796195.6,"2003","2003_101",13.5,0,8,2003,"Channel","SouthwestDelta"
"117",148,"2004",3,422,1290,4925,0.0635829441012506,0.194364923911406,0.742052131987344,0,0,0,NA,NA,"148_2004",8,151,"Channel","SouthwestDelta",117,100894.5,38.039961,-121.578844,101,1796195.6,"2003","2003_101",13.5,0,8,2003,"Channel","SouthwestDelta"
"118",149,"2004",3,318,742,3815,0.0652307692307692,0.152205128205128,0.782564102564103,0,0,0,NA,NA,"149_2004",13,152,"Channel","SouthwestDelta",118,63884.25,38.000561,-121.62523,109,1113627.73,"2003","2003_109",14,0,5,2003,"Channel","SouthwestDelta"
"119",150,"2004",3,4,74,1168,0.00321027287319422,0.0593900481540931,0.937399678972713,0,0,0,NA,NA,"150_2004",13,153,"Channel","SouthwestDelta",119,26358.25,38.000275,-121.621223,109,1113627.73,"2003","2003_109",14,0,5,2003,"Channel","SouthwestDelta"
"120",151,"2004",3,362,528,94,0.367886178861789,0.536585365853659,0.0955284552845529,0,0,0,NA,NA,"151_2004",8,154,"SlowShallows","SouthwestDelta",120,16439.16,37.999455,-121.623251,109,1113627.73,"2003","2003_109",14,0,5,2003,"SlowShallows","SouthwestDelta"
"121",152,"2004",3,248,187,792,0.202118989405053,0.15240423797881,0.645476772616137,0,0,0,NA,NA,"152_2004",12,155,"SlowShallows","SouthwestDelta",121,20560.17,38.001387,-121.624075,109,1113627.73,"2003","2003_109",14,0,5,2003,"SlowShallows","SouthwestDelta"
"122",153,"2004",3,421,365,1872,0.158389766741911,0.13732129420617,0.704288939051919,0,0,0,NA,NA,"153_2004",12,156,"Channel","SouthwestDelta",122,48959.93,38.004875,-121.621476,109,1113627.73,"2003","2003_109",14,0,5,2003,"Channel","SouthwestDelta"
"123",154,"2004",0,1466,0,0,1,0,0,2,0,0,NA,NA,"154_2004",5,157,"SlowShallows","SouthwestDelta",123,32839.56,38.003937,-121.624118,109,1113627.73,"2003","2003_109",14,0,5,2003,"SlowShallows","SouthwestDelta"
"124",155,"2004",3,756,1367,8471,0.0713611478195205,0.129035303001699,0.79960354917878,0,0,0,NA,NA,"155_2004",14,158,"SlowShallows","SouthwestDelta",124,144435.08,38.007128,-121.62454,109,1113627.73,"2003","2003_109",14,0,5,2003,"SlowShallows","SouthwestDelta"
"125",156,"2004",3,125,233,1405,0.0709018718094158,0.132161089052751,0.796937039137833,0,0,0,NA,NA,"156_2004",14,159,"Channel","SouthwestDelta",125,17637.05,38.009787,-121.618284,109,1113627.73,"2003","2003_109",14,0,5,2003,"Channel","SouthwestDelta"
"126",157,"2004",3,221,991,1471,0.082370480805069,0.369362653745807,0.548266865449124,0,0,0,NA,NA,"157_2004",15,160,"SlowShallows","SouthwestDelta",126,44094.13,38.009732,-121.621672,109,1113627.73,"2003","2003_109",14,0,5,2003,"SlowShallows","SouthwestDelta"
"127",158,"2004",0,29,423,3993,0.00652418447694038,0.0951631046119235,0.898312710911136,2,0,0,NA,NA,"158_2004",11,161,"Channel","SouthwestDelta",127,84626.65,38.009573,-121.630511,109,1113627.73,"2003","2003_109",14,0,5,2003,"Channel","SouthwestDelta"
"128",159,"2004",0,20,443,1108,0.0127307447485678,0.281985996180777,0.705283259070656,2,0,0,NA,NA,"159_2004",5,162,"Channel","SouthwestDelta",128,35039.81,38.0165,-121.610571,108,671195.6,"2003","2003_108",10.25,0,5,2003,"Channel","SouthwestDelta"
"129",160,"2004",3,249,798,2973,0.0619402985074627,0.198507462686567,0.73955223880597,0,0,0,NA,NA,"160_2004",11,163,"Channel","SouthwestDelta",129,62672.8,38.014232,-121.643387,109,1113627.73,"2003","2003_109",14,0,5,2003,"Channel","SouthwestDelta"
"130",161,"2004",3,164,138,1745,0.0801172447484123,0.0674157303370786,0.852467024914509,0,0,0,NA,NA,"161_2004",14,164,"Channel","SouthwestDelta",130,34373.25,38.013849,-121.646774,112,725929.62,"2003","2003_112",31,0,17,2003,"Channel","SouthwestDelta"
"131",162,"2004",3,94,1117,9099,0.00911736178467507,0.108341416100873,0.882541222114452,0,0,0,NA,NA,"162_2004",14,165,"Channel","SouthwestDelta",131,148268.49,38.01239,-121.653289,112,725929.62,"2003","2003_112",31,0,17,2003,"Channel","SouthwestDelta"
"132",164,"2004",3,537,11231,18,0.0455625318174105,0.952910232479213,0.00152723570337689,0,0,0,NA,NA,"164_2004",9,167,"FloodedIsland","LowerSJRiver",132,155431.92,38.011078,-121.704465,115,2949574.84,"2003","2003_115",46.25,0,20,2003,"FloodedIsland","LowerSJRiver"
"133",165,"2004",3,358,3435,2958,0.0530291808620945,0.508813509109762,0.438157310028144,0,0,0,NA,NA,"165_2004",11,168,"SlowShallows","LowerSJRiver",133,73653.34,38.014775,-121.726505,117,2175050.88,"2003","2003_117",32.5,0,18,2003,"SlowShallows","LowerSJRiver"
"134",166,"2004",3,4625,8767,14338,0.166786873422286,0.316155787955283,0.517057338622431,0,0,0,NA,NA,"166_2004",8,169,"FloodedIsland","LowerSJRiver",134,424337.35,38.01743,-121.737238,117,2175050.88,"2003","2003_117",32.5,0,18,2003,"FloodedIsland","LowerSJRiver"
"135",167,"2004",3,641,4631,12265,0.036551291554998,0.264070251468324,0.699378456976678,0,0,0,NA,NA,"167_2004",9,170,"FloodedIsland","LowerSJRiver",135,218316.34,38.019307,-121.728544,117,2175050.88,"2003","2003_117",32.5,0,18,2003,"FloodedIsland","LowerSJRiver"
"136",168,"2004",3,107,936,2672,0.0288021534320323,0.251951547779273,0.719246298788695,0,0,0,NA,NA,"168_2004",16,171,"Channel","SouthwestDelta",136,50507.55,38.036943,-121.62372,107,782604.31,"2003","2003_107",19.25,0,8,2003,"Channel","SouthwestDelta"
"137",169,"2004",0,180,693,5183,0.0297225891677675,0.114431968295905,0.855845442536328,1,0,0,NA,NA,"169_2004",11,172,"Channel","LowerSJRiver",137,74931.7,38.106669,-121.61012,19,3126152.92,"2003","2003_19",10.25,0,4,2003,"Channel","LowerSJRiver"
"138",170,"2004",0,1,867,6818,0.000130106687483737,0.1128024980484,0.887067395264117,1,0,0,NA,NA,"170_2004",4,173,"Channel","LowerSJRiver",138,74239.11,38.101373,-121.610614,19,3126152.92,"2003","2003_19",10.25,0,4,2003,"Channel","LowerSJRiver"
"139",171,"2004",0,117,886,14882,0.00736543909348442,0.0557758892036512,0.936858671702864,0,0,0,NA,NA,"171_2004",5,174,"Channel","LowerSJRiver",139,166730.49,38.099449,-121.621711,21,4992557.19,"2003","2003_21",NA,NA,NA,NA,"Channel","LowerSJRiver"
"140",172,"2004",0,1896,226,0,0.893496701225259,0.106503298774741,0,2,0,0,NA,NA,"172_2004",3,175,"Channel","LowerSJRiver",140,31919.29,38.118248,-121.641651,20,504787.23,"2003","2003_20",10.75,0,4,2003,"Channel","LowerSJRiver"
"141",173,"2004",0,410,1278,1400,0.132772020725389,0.413860103626943,0.453367875647668,1,0,0,NA,NA,"173_2004",6,176,"Channel","LowerSacRiver",141,86999.31,38.101484,-121.710951,176,1680695.64,"2003","2003_176",8.5,0,3,2003,"Channel","NorthDelta"
"142",174,"2004",0,1524,1366,2983,0.259492593223225,0.232589817810318,0.507917588966457,0,0,0,NA,NA,"174_2004",1,177,"SlowShallows","LowerSacRiver",142,208931.88,38.037009,-121.844841,133,4617637.44,"2003","2003_133",NA,NA,NA,NA,"SlowShallows","NorthDelta"
"143",175,"2004",0,477,265,625,0.348939283101683,0.193855157278712,0.457205559619605,0,0,0,NA,NA,"175_2004",1,178,"SlowShallows","LowerSacRiver",143,85044.8,38.031662,-121.842344,133,4617637.44,"2003","2003_133",NA,NA,NA,NA,"SlowShallows","NorthDelta"
"144",176,"2004",0,538,215,2265,0.178263750828363,0.0712392312789927,0.750497017892644,2,0,0,NA,NA,"176_2004",4,179,"FloodedIsland","LowerSacRiver",144,36302.13,38.040238,-121.825399,127,345603.44,"2003","2003_127",4,0,2,2003,"FloodedIsland","NorthDelta"
"145",177,"2004",3,2643,1080,12636,0.161562442692096,0.066018705299835,0.772418852008069,0,0,0,NA,NA,"177_2004",6,180,"FloodedIsland","LowerSacRiver",145,195133.84,38.037905,-121.826575,127,345603.44,"2003","2003_127",4,0,2,2003,"FloodedIsland","NorthDelta"
"146",178,"2004",3,124,141,1833,0.0591039084842707,0.0672068636796949,0.873689227836034,0,0,0,NA,NA,"178_2004",6,181,"FloodedIsland","LowerSacRiver",146,24732.61,38.040782,-121.809178,126,759176.08,"2003","2003_126",6,0,3,2003,"FloodedIsland","NorthDelta"
"147",179,"2004",0,791,72,1229,0.37810707456979,0.0344168260038241,0.587476099426386,2,0,0,NA,NA,"179_2004",9,182,"FloodedIsland","LowerSacRiver",147,22994.96,38.039385,-121.810764,126,759176.08,"2003","2003_126",6,0,3,2003,"FloodedIsland","NorthDelta"
"148",180,"2004",0,1425,510,8658,0.1345227980742,0.0481450014160295,0.817332200509771,2,0,0,NA,NA,"180_2004",5,183,"FloodedIsland","LowerSacRiver",148,139265.19,38.034824,-121.802755,124,390395.41,"2003","2003_124",NA,NA,NA,NA,"FloodedIsland","NorthDelta"
"149",181,"2004",3,9818,3014,10462,0.421481926676397,0.129389542371426,0.449128530952177,0,0,0,NA,NA,"181_2004",9,184,"FloodedIsland","LowerSacRiver",149,300757.47,38.034082,-121.779368,122,834348.21,"2003","2003_122",10.5,0,5,2003,"FloodedIsland","NorthDelta"
"150",182,"2004",0,3480,626,10231,0.242728604310525,0.0436632489363186,0.713608146753156,2,0,0,NA,NA,"182_2004",8,185,"FloodedIsland","LowerSacRiver",150,215933.67,38.029576,-121.781574,120,4983618.85,"2003","2003_120",NA,NA,NA,NA,"FloodedIsland","NorthDelta"
"151",183,"2004",3,879,435,58,0.64067055393586,0.317055393586006,0.0422740524781341,0,0,0,NA,NA,"183_2004",6,186,"SlowShallows","SouthwestDelta",151,63794.41,38.06051,-121.612887,105,1822957.28,"2003","2003_105",4.5,0,2,2003,"SlowShallows","SouthwestDelta"
"152",184,"2004",3,247,5157,182,0.0442176870748299,0.923200859291085,0.0325814536340852,0,0,0,NA,NA,"184_2004",9,187,"FloodedIsland","LowerSJRiver",152,74424.81,38.049991,-121.529369,16,3742966.2,"2003","2003_16",19.75,0,8,2003,"FloodedIsland","LowerSJRiver"
"153",185,"2004",3,2634,571,3523,0.391498216409037,0.0848692033293698,0.523632580261593,0,0,0,NA,NA,"185_2004",10,188,"FloodedIsland","LowerSacRiver",153,93906.87,38.050007,-121.806081,129,2245215.86,"2003","2003_129",5,0,2,2003,"FloodedIsland","NorthDelta"
"154",186,"2004",3,771,9817,61,0.0724011644285848,0.921870598178233,0.00572823739318246,0,0,0,NA,NA,"186_2004",9,189,"FloodedIsland","SouthwestDelta",154,110972.6,38.001251,-121.571629,99,1889214.5,"2003","2003_99",29.25,0,19,2003,"FloodedIsland","SouthwestDelta"
"155",187,"2004",0,0,496,1141,0,0.302993280390959,0.697006719609041,2,0,0,NA,NA,"187_2004",11,190,"Channel","SouthwestDelta",155,22100.81,37.998618,-121.523117,67,1913096.72,"2003","2003_67",21.25,0,11,2003,"Channel","SouthwestDelta"
"156",188,"2004",3,4,867,1653,0.00158478605388273,0.343502377179081,0.654912836767036,0,0,0,NA,NA,"188_2004",6,191,"Channel","SouthwestDelta",156,26856.9,38.000229,-121.513058,65,2274489.69,"2003","2003_65",40.75,0,16,2003,"Channel","SouthwestDelta"
"157",189,"2004",0,639,850,952,0.261777959852519,0.348217943465793,0.390004096681688,2,0,0,NA,NA,"189_2004",7,192,"SlowShallows","SouthwestDelta",157,34498.43,38.005622,-121.512088,68,1119203.19,"2003","2003_68",9.5,0,5,2003,"SlowShallows","SouthwestDelta"
"158",190,"2004",0,3387,18,0,0.994713656387665,0.0052863436123348,0,2,0,0,NA,NA,"190_2004",1,193,"SlowShallows","SoutheastDelta",158,74205.27,37.996713,-121.414297,10,927682.21,"2003","2003_10",2,0,1,2003,"SlowShallows","SoutheastDelta"
"159",191,"2004",0,20,1315,1174,0.00797130330809087,0.524113192506975,0.467915504184934,2,0,0,NA,NA,"191_2004",4,194,"DeadendSlough","SoutheastDelta",159,55785.03,37.989459,-121.408537,10,927682.21,"2003","2003_10",2,0,1,2003,"SlowShallows","SoutheastDelta"
"160",192,"2004",3,667,6599,3318,0.0630196523053666,0.62348828420257,0.313492063492063,0,0,0,NA,NA,"192_2004",16,195,"Channel","SoutheastDelta",160,162368.57,38.008293,-121.390194,28,626360.59,"2003","2003_28",22.75,0,9,2003,"Channel","SoutheastDelta"
"161",193,"2004",3,34,538,1413,0.0171284634760705,0.27103274559194,0.71183879093199,0,0,0,NA,NA,"193_2004",14,196,"SlowShallows","SoutheastDelta",161,26627.07,37.997523,-121.417875,28,626360.59,"2003","2003_28",22.75,0,9,2003,"SlowShallows","SoutheastDelta"
"162",194,"2004",3,3605,3628,1894,0.394981921770571,0.39750191738797,0.207516160841459,0,0,0,NA,NA,"194_2004",16,197,"Channel","SoutheastDelta",162,262020.42,37.994249,-121.354597,26,600168.92,"2003","2003_26",15.25,0,6,2003,"Channel","SoutheastDelta"
"163",195,"2004",3,2384,3625,2414,0.283034548260715,0.430369227116229,0.286596224623056,0,0,0,NA,NA,"195_2004",16,198,"SlowShallows","SoutheastDelta",163,193153.73,37.995397,-121.365985,26,600168.92,"2003","2003_26",15.25,0,6,2003,"SlowShallows","SoutheastDelta"
"164",197,"2004",3,1862,3271,74,0.357595544459382,0.628192817361244,0.0142116381793739,0,0,0,NA,NA,"197_2004",14,200,"DeadendSlough","SoutheastDelta",164,93726.08,38.002291,-121.401202,28,626360.59,"2003","2003_28",22.75,0,9,2003,"SlowShallows","SoutheastDelta"
"165",200,"2004",3,224,1148,141,0.148050231328486,0.758757435558493,0.0931923331130205,0,0,0,NA,NA,"200_2004",16,203,"DeadendSlough","SoutheastDelta",165,43763.23,38.046082,-121.375784,31,322723.87,"2003","2003_31",9.5,0,5,2003,"SlowShallows","SoutheastDelta"
"166",202,"2004",3,620,923,1390,0.211387657688374,0.314694851687692,0.473917490623935,0,0,0,NA,NA,"202_2004",16,205,"Channel","SoutheastDelta",166,46134.63,38.043657,-121.407385,32,1348106,"2003","2003_32",29.75,0,19,2003,"Channel","SoutheastDelta"
"167",203,"2004",3,298,567,965,0.162841530054645,0.30983606557377,0.527322404371585,0,0,0,NA,NA,"203_2004",15,206,"Channel","SoutheastDelta",167,34598.96,38.042772,-121.414651,32,1348106,"2003","2003_32",29.75,0,19,2003,"Channel","SoutheastDelta"
"168",207,"2004",3,51,3167,1886,0.00999216300940439,0.620493730407524,0.369514106583072,0,0,0,NA,NA,"207_2004",15,210,"SlowShallows","SoutheastDelta",168,71294.36,38.042897,-121.446476,32,1348106,"2003","2003_32",29.75,0,19,2003,"SlowShallows","SoutheastDelta"
"169",208,"2004",3,190,3577,1557,0.0356874530428249,0.671863260706236,0.292449286250939,0,0,0,NA,NA,"208_2004",15,211,"SlowShallows","SoutheastDelta",169,82353.53,38.040976,-121.440828,32,1348106,"2003","2003_32",29.75,0,19,2003,"SlowShallows","SoutheastDelta"
"170",209,"2004",3,537,847,1067,0.219094247246022,0.345573235414117,0.435332517339861,0,0,0,NA,NA,"209_2004",15,212,"SlowShallows","SoutheastDelta",170,34442.3,38.042808,-121.4238,32,1348106,"2003","2003_32",29.75,0,19,2003,"SlowShallows","SoutheastDelta"
"171",210,"2004",3,257,555,1431,0.114578689255461,0.247436469014712,0.637984841729826,0,0,0,NA,NA,"210_2004",16,213,"Channel","SoutheastDelta",171,32261.22,38.042837,-121.419551,32,1348106,"2003","2003_32",29.75,0,19,2003,"Channel","SoutheastDelta"
"172",212,"2004",0,30,3739,1414,0.0057881535790083,0.721396874397067,0.272814972023924,2,0,0,NA,NA,"212_2004",13,215,"SlowShallows","SoutheastDelta",172,73298.86,38.076855,-121.450697,37,800442.36,"2003","2003_37",15.5,0,6,2003,"SlowShallows","SoutheastDelta"
"173",216,"2004",0,34,1443,3387,0.00699013157894737,0.296669407894737,0.696340460526316,0,0,0,NA,NA,"216_2004",8,219,"Channel","SoutheastDelta",173,82626.45,38.145435,-121.508934,204,464947.33,"2003","2003_204",NA,NA,NA,NA,"Channel","SoutheastDelta"
"174",222,"2004",3,26,353,3022,0.00764481034989709,0.103793002058218,0.888562187591885,0,0,0,NA,NA,"222_2004",7,225,"SlowShallows","SoutheastDelta",174,40651.5,38.166203,-121.491848,205,464692.29,"2003","2003_205",0,6.5,4,2003,"SlowShallows","SoutheastDelta"
"175",223,"2004",0,253,3672,260,0.0604540023894863,0.87741935483871,0.0621266427718041,2,0,0,NA,NA,"223_2004",1,226,"DeadendSlough","SoutheastDelta",175,113109.88,38.174274,-121.436687,205,464692.29,"2003","2003_205",0,6.5,4,2003,"SlowShallows","SoutheastDelta"
"176",224,"2004",3,26,4983,7542,0.00207154808381802,0.397020157756354,0.600908294159828,0,0,0,NA,NA,"224_2004",7,227,"DeadendSlough","SoutheastDelta",176,235696.57,38.170923,-121.452194,205,464692.29,"2003","2003_205",0,6.5,4,2003,"SlowShallows","SoutheastDelta"
"177",227,"2004",1,104,1115,7620,0.0117660368820002,0.126145491571445,0.862088471546555,0,0,0,NA,NA,"227_2004",15,230,"SlowShallows","SoutheastDelta",177,130757.28,38.12269,-121.496864,200,646224.15,"2003","2003_200",0,4.25,2,2003,"SlowShallows","SoutheastDelta"
"178",233,"2004",1,0,53,1325,0,0.0384615384615385,0.961538461538462,0,0,0,NA,NA,"233_2004",8,236,"Channel","SoutheastDelta",178,15608.09,38.119816,-121.536901,201,808306.37,"2003","2003_201",0,4,2,2003,"Channel","SoutheastDelta"
"179",244,"2004",0,447,747,2060,0.137369391518132,0.229563614013522,0.633066994468347,0,0,0,NA,NA,"244_2004",4,247,"SlowShallows","NortheastDelta",179,99176.7,38.199788,-121.614645,252,774689.19,"2003","2003_252",5,0,2,2003,"SlowShallows","NorthDelta"
